NUMBER,MAG_APER,MAGERR_APER,MAG_AUTO,MAGERR_AUTO,MAG_PETRO,MAGERR_PETRO,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000
10838,21.593475,0.12881677,21.452173,0.13166888,21.450493,0.16959357,7670.1934,5057.7456,318.3637123418221,-0.6096444503622773
10839,20.033869,0.03485536,19.616528,0.05223024,19.53291,0.062229645,6766.424,5064.5244,318.5017867756311,-0.6086206905265619
10840,20.293394,0.042888142,19.97392,0.062357,19.900711,0.0844041,4465.056,5063.507,318.8533977735607,-0.6087905375959907
10841,20.387178,0.046216838,19.983763,0.056151956,20.103035,0.112799875,5313.7544,5063.18,318.7237289051721,-0.6088377732418314
10842,21.451902,0.11377988,21.077663,0.15421991,21.04613,0.16849522,7513.593,5061.1274,318.38763677944087,-0.6091300741890663
10843,21.273653,0.09727866,21.189302,0.12085613,21.225285,0.22908771,9052.995,5061.86,318.15246592571447,-0.6089907868384727
10844,18.963398,0.015902461,18.748945,0.01987802,18.671535,0.023188021,8060.2896,5069.7495,318.3041169649841,-0.6078043352023342
10845,20.248705,0.04137151,19.202675,0.045865368,19.131134,0.07026442,8800.79,5085.5596,318.1909936760349,-0.6053754708676021
10846,17.909037,0.008218223,17.655037,0.009509578,17.6124,0.010870683,7088.3477,5079.208,318.4526041135869,-0.6063735991725524
10847,21.906689,0.17033885,21.83855,0.23865439,21.377064,0.2054323,6725.0913,5057.814,318.50810144932433,-0.6096463759612869
10848,19.390802,0.021435617,19.1535,0.028488023,19.08203,0.03551568,4150.5474,5070.862,318.9014503171217,-0.6076670028799924
10849,18.703705,0.013362585,18.405027,0.016862076,18.323397,0.02171689,9092.787,5083.1216,318.1463877296584,-0.6057419415739573
10850,22.229092,0.22681862,22.07005,0.26066062,21.930153,0.27512866,8945.873,5058.8267,318.16882993406676,-0.6094564430931331
10851,21.945284,0.1762897,20.734367,0.11024791,20.467888,0.100434974,5578.5693,5060.2227,318.6832692735426,-0.6092882203158416
10852,21.080137,0.08263732,20.913202,0.121297315,20.901037,0.11846161,9261.947,5066.1587,318.1205466890207,-0.6083296392200434
10853,21.037344,0.07936911,20.408257,0.095209315,20.419117,0.119035035,4652.2056,5068.7373,318.8248039652675,-0.6079911232484457
10854,16.151203,0.0032665771,15.53713,0.0029629047,15.53713,0.0029629047,6487.633,5108.9385,318.54438090203564,-0.6018383606093763
10855,21.89157,0.16833198,21.689655,0.22979665,21.597332,0.23200591,4385.3286,5063.5083,318.86557903774514,-0.6087904097239356
10856,16.17578,0.003306314,15.8712015,0.0032757916,15.8712015,0.0032757916,6771.9697,5108.6323,318.5009400566057,-0.6018821309348867
10857,21.340399,0.10339677,21.274446,0.11254133,21.383554,0.23463517,8418.329,5064.541,318.24941981632844,-0.6085937367352238
10858,20.7477,0.06240616,20.510466,0.07650891,20.478878,0.11777609,4954.0967,5071.5376,318.77867929779876,-0.6075624850233148
10859,17.90014,0.008177947,17.631348,0.00948948,17.60857,0.010094014,7965.26,5086.33,318.31863506384866,-0.6052729554565274
